,название,цена,год,модель,пробег,тип двигателя,объем двигателя,коробка передач,кузов,привод,л.с,состаяние
1758,toyota,365000,2007,auris,152000,бензин,1.6,amt,хетчбэк,передний,132,не битый
1759,volkswagen,1699000,2013,touareg,132000,бензин,3.6,at,внедорожник,полный,249,не битый
1760,audi,2800000,2015,q7,91000,дизель,3.0,at,внедорожник,полный,249,не битый
1761,газ,335000,2013,ель 3302,127000,бензин,2.9,mt,пикап,задний,107,не битый
1762,subaru,1100000,2013,forester,165610,бензин,2.5,cvt,внедорожник,полный,171,не битый
1763,chery,160000,2010,m11 (a3),149000,бензин,1.6,mt,седан,передний,119,не битый
1764,toyota,1769000,2018,camry,67000,бензин,2.5,at,седан,передний,181,не битый
1765,газ,430000,2011,ель 3302,210000,дизель,2.8,mt,фургон,задний,120,не битый
1766,volkswagen,1850000,2017,passat,75000,бензин,2.0,amt,универсал,полный,220,не битый
1767,chevrolet,393000,2010,cruze,101000,бензин,1.8,mt,седан,передний,141,не битый
1768,chevrolet,440000,2012,cruze,100000,бензин,1.6,mt,седан,передний,109,не битый
1769,audi,610000,2009,a4,179000,бензин,1.8,cvt,седан,передний,160,не битый
1770,chevrolet,615000,2012,orlando,208000,бензин,1.8,at,минивэн,передний,141,не битый
1771,ford,883000,2017,ecosport,48148,бензин,1.6,amt,внедорожник,передний,122,не битый
1772,ваз,35000,2003,2109,150000,бензин,1.5,mt,хетчбэк,передний,78,не битый
1773,toyota,890000,2011,rav4,143000,бензин,2.0,at,внедорожник,полный,152,не битый
1774,lada,115000,2007,priora,150747,бензин,1.6,mt,седан,передний,98,не битый
1775,renault,299600,2011,fluence,110000,бензин,1.6,at,седан,передний,106,не битый
1776,subaru,749000,2009,forester,200000,бензин,2.5,mt,внедорожник,полный,172,не битый
1777,вис,405000,2015,2349,146000,бензин,1.6,mt,фургон,передний,87,не битый
1778,renault,468000,2015,sandero stepway,113000,бензин,1.6,mt,хетчбэк,передний,82,не битый
1779,opel,340000,2007,astra,197000,бензин,1.6,mt,хетчбэк,передний,115,не битый
1780,mitsubishi,48000,1993,chariot,120000,дизель,2.0,at,минивэн,передний,88,не битый
1781,ford,249000,2006,focus,110000,бензин,1.4,mt,седан,передний,80,не битый
1782,mercedes,1800000,2015,-benz e-класс,84000,бензин,2.0,at,седан,задний,184,не битый
1783,hyundai,267000,2008,getz,101000,бензин,1.4,mt,хетчбэк,передний,97,не битый
1784,infiniti,2175000,2016,qx60,36100,бензин,3.5,cvt,внедорожник,полный,262,не битый
1785,hyundai,240000,2007,accent,129600,бензин,1.5,mt,седан,передний,102,не битый
1786,suzuki,479000,2007,grand vitara,153480,бензин,1.6,mt,внедорожник,полный,106,не битый
1787,chevrolet,465000,2012,cruze,150000,бензин,1.6,mt,седан,передний,109,не битый
1788,ваз,93000,2008,2115 samara,120000,бензин,1.6,mt,седан,передний,82,не битый
1789,chevrolet,1150000,2014,trailblazer,94000,дизель,2.8,at,внедорожник,полный,180,не битый
1790,mazda,500000,2007,cx-7,215000,бензин,2.3,at,внедорожник,полный,238,не битый
1791,lada,190000,2013,granta,174000,бензин,1.6,mt,седан,передний,87,не битый
1792,lada,140000,2010,kalina,180000,бензин,1.4,mt,универсал,передний,89,не битый
1793,hyundai,530000,2015,solaris,110800,бензин,1.6,mt,седан,передний,123,не битый
1794,toyota,1350000,2007,tundra,138000,бензин,5.7,at,пикап,полный,381,не битый
1795,kia,925000,2017,cerato,74000,бензин,2.0,at,седан,передний,150,не битый
1796,hyundai,455000,2011,solaris,98000,бензин,1.6,mt,седан,передний,123,не битый
1797,mazda,340000,2008,3,217000,бензин,1.6,mt,хетчбэк,передний,105,не битый
1798,suzuki,650000,2010,grand vitara,172000,бензин,2.0,mt,внедорожник,полный,140,не битый
1799,toyota,1380000,2014,rav4,39500,бензин,2.0,cvt,внедорожник,полный,146,не битый
1800,audi,715000,2009,a5,180000,бензин,2.0,cvt,хетчбэк,передний,180,не битый
1801,hyundai,880000,2012,h-1,172000,дизель,2.5,at,минивэн,задний,170,не битый
1802,ваз,100000,2004,2114 samara,231000,бензин,1.5,mt,хетчбэк,передний,77,не битый
1803,toyota,155000,1998,cavalier,250000,бензин,2.4,at,купе,передний,150,не битый
1804,ваз,187000,2013,2114 samara,88000,бензин,1.6,mt,хетчбэк,передний,90,не битый
1805,audi,150000,1997,a8,234899,бензин,3.7,at,седан,передний,230,не битый
1806,skoda,550000,2010,octavia,124000,бензин,1.8,amt,хетчбэк,передний,152,не битый
1807,jaguar,1477000,2015,xe,97700,дизель,2.0,at,седан,задний,180,не битый
1808,opel,320000,2012,corsa,115000,бензин,1.2,mt,хетчбэк,передний,85,не битый
1809,mitsubishi,265000,2004,lancer,237000,бензин,1.6,mt,седан,передний,98,не битый
1810,bmw,460000,2005,3 серия,196000,бензин,2.0,at,седан,задний,150,не битый
1811,subaru,385000,2007,impreza,110000,бензин,1.5,at,хетчбэк,передний,110,не битый
1812,уаз,70000,1996,3741,75000,бензин,2.4,mt,фургон,полный,76,не битый
1813,ваз,100000,2006,2110,150000,бензин,1.6,mt,седан,передний,89,не битый
1814,ford,650000,2012,mondeo,98000,бензин,2.0,amt,седан,передний,200,не битый
1815,hyundai,780000,2011,santa fe,160000,дизель,2.2,mt,внедорожник,полный,197,не битый
1816,hyundai,600000,2012,elantra,123000,бензин,1.6,at,седан,передний,132,не битый
1817,volkswagen,605000,2012,jetta,166000,бензин,1.6,at,седан,передний,105,не битый
1818,audi,490000,2008,a6,180700,бензин,2.4,cvt,седан,передний,177,не битый
1819,mercedes,2390000,2014,-benz gl-класс,149000,дизель,3.0,at,внедорожник,полный,249,не битый
1820,volkswagen,1800000,2016,passat,53000,бензин,1.8,amt,седан,передний,180,не битый
1821,ваз,45000,2003,2110,100000,бензин,1.5,mt,седан,передний,79,не битый
1822,land,5190000,2019,rover discovery,22155,дизель,3.0,at,внедорожник,полный,249,не битый
1823,opel,449000,2013,astra,78000,бензин,1.8,mt,универсал,передний,140,не битый
1824,ваз,75000,2008,2114 samara,237000,бензин,1.6,mt,хетчбэк,передний,82,не битый
1825,volkswagen,101000,1997,passat,390000,бензин,1.6,mt,седан,передний,101,не битый
1826,hyundai,235000,2008,accent,144000,бензин,1.5,mt,седан,передний,102,не битый
1827,газ,60000,2003,ель 3221,150000,бензин,2.4,mt,микроавтобус,задний,86,не битый
1828,skoda,600000,2013,octavia,120000,бензин,1.6,mt,универсал,передний,102,не битый
1829,ваз,75000,2011,2107,106622,бензин,1.5,mt,седан,задний,72,не битый
1830,ваз,149900,2013,2114 samara,120000,бензин,1.6,mt,хетчбэк,передний,81,не битый
1831,chevrolet,189000,2007,niva,159000,бензин,1.7,mt,внедорожник,полный,80,не битый
1832,mitsubishi,1890000,2017,pajero sport,57000,дизель,2.4,mt,внедорожник,полный,181,не битый
1833,daewoo,139000,2007,matiz,100000,бензин,0.8,at,хетчбэк,передний,52,не битый
1834,skoda,449000,2011,yeti,143462,бензин,1.2,amt,внедорожник,передний,105,не битый
1835,volkswagen,600000,2014,jetta,78000,бензин,1.4,mt,седан,передний,122,не битый
1836,chevrolet,200000,2008,niva,120000,бензин,1.7,mt,внедорожник,полный,80,не битый
1837,honda,260000,2000,saber,280000,бензин,2.5,at,седан,передний,200,не битый
1838,mazda,85000,1994,familia,400000,бензин,1.5,mt,хетчбэк,передний,97,не битый
1839,geely,200000,2014,mk cross,107000,бензин,1.5,mt,хетчбэк,передний,94,не битый
1840,jeep,3050000,2013,wrangler,110000,бензин,3.6,at,внедорожник,полный,286,не битый
1841,mercedes,3100000,2017,-benz glc-класс coupe,92000,бензин,2.0,at,внедорожник,полный,245,не битый
1842,skoda,279000,2008,octavia,200000,бензин,1.6,mt,хетчбэк,передний,115,не битый
1843,lada,165000,2011,kalina,75714,бензин,1.6,mt,седан,передний,82,не битый
1844,geely,200000,2014,mk cross,107000,бензин,1.5,mt,хетчбэк,передний,94,не битый
1845,opel,570000,2008,antara,121000,бензин,3.2,at,внедорожник,полный,227,не битый
1846,subaru,1160000,2015,forester,125000,бензин,2.0,cvt,внедорожник,полный,150,не битый
1847,lada,210000,2011,kalina,75000,бензин,1.4,mt,седан,передний,89,не битый
1848,nissan,699999,2010,qashqai,91000,бензин,2.0,cvt,внедорожник,полный,141,не битый
1849,subaru,730000,2008,outback,240000,бензин,2.5,at,универсал,полный,173,не битый
1850,toyota,285000,1996,mark ii,165000,бензин,2.5,at,седан,задний,200,не битый
1851,hyundai,415000,2011,solaris,185000,бензин,1.4,mt,хетчбэк,передний,107,не битый
1852,chevrolet,748000,2012,captiva,180000,дизель,2.2,mt,внедорожник,полный,184,не битый
1853,renault,480000,2012,fluence,89200,бензин,1.6,at,седан,передний,106,не битый
1854,dongfeng,440000,2015,s30,61000,бензин,1.6,at,седан,передний,117,не битый
1855,skoda,445000,2008,octavia,128000,бензин,1.8,mt,хетчбэк,передний,160,не битый
1856,peugeot,595000,2012,508,95000,бензин,1.6,amt,седан,передний,120,не битый
1857,infiniti,1500000,2012,qx56,156000,бензин,5.6,at,внедорожник,полный,405,не битый
